ID,Accepted,Total,Ratio
559A,5989,12752,0.4696518193224592
558E,1490,4832,0.3083609271523179
558D,955,5841,0.1634994007875364
558C,2888,12406,0.23279058520070933
558B,5061,13726,0.3687163048229637
558A,6115,14535,0.42070863433092537
557E,751,2740,0.2740875912408759
557D,1385,4046,0.3423133959466139
557C,2691,7668,0.35093896713615025
557B,5589,24079,0.2321109680634578
557A,6367,11412,0.5579214861549247
556B,5632,8516,0.6613433536871771
556A,9002,17163,0.5245003787216687
555E,465,2034,0.22861356932153393
555D,616,2908,0.21182943603851445
555C,1359,4723,0.28774084268473427
555B,2509,12058,0.2080776248134019
555A,5085,13009,0.3908832346836805
554B,5520,8938,0.6175878272544193
554A,6569,8434,0.7788712354754564
553E,75,516,0.14534883720930233
553D,641,1764,0.3633786848072562
553C,1101,2704,0.40717455621301774
553B,1491,3306,0.45099818511796735
553A,4194,7705,0.5443218689162881
552E,1073,2792,0.3843123209169054
552D,2871,11483,0.2500217713141165
552C,3221,10813,0.2978821788587811
552B,7347,22133,0.33194777029774547
552A,6602,7807,0.8456513385423338
551E,1128,6707,0.16818249589980616
551D,1027,4948,0.20755860953920777
551C,1823,7539,0.24180925852235044
551B,2899,14877,0.19486455602608052
551A,8229,10944,0.7519188596491229
550E,1049,3617,0.29001935305501797
550D,1708,5047,0.33841886269070737
550C,6264,14635,0.42801503245644
550B,5124,7285,0.703363074811256
550A,7854,36090,0.21762261014131337
549H,1655,8653,0.19126314572980468
549G,1922,4242,0.4530881659594531
549F,428,1489,0.28744123572867697
549E,36,1438,0.025034770514603615
549D,1961,2908,0.6743466299862448
549C,1363,6340,0.21498422712933754
549B,1118,2444,0.4574468085106383
549A,6220,9663,0.643692435061575
548B,4522,14559,0.31059825537468233
548A,6227,16373,0.3803212606119831
547E,476,2345,0.20298507462686566
547D,573,2724,0.21035242290748898
547C,1269,3541,0.35837334086416267
547B,3207,7599,0.4220292143703119
547A,2080,23856,0.08718980549966465
546E,1476,4245,0.34770318021201413
546D,4529,16256,0.27860482283464566
546C,5647,11572,0.4879882474939509
546B,7295,19713,0.3700603662557703
546A,15039,25556,0.5884723743934888
545E,2046,7784,0.26284686536485097
545D,6645,15634,0.4250351797364718
545C,5804,16169,0.358958500834931
545B,6283,12589,0.49908650409087296
545A,6876,9883,0.6957401598704847
544B,3848,9781,0.3934158061547899
544A,4744,11211,0.42315582909642313
543E,75,1007,0.07447864945382324
543D,916,4152,0.220616570327553
543C,740,1703,0.4345273047563124
543B,1883,5893,0.3195316477176311
543A,3785,10670,0.3547328959700094
542F,425,1171,0.3629376601195559
542E,203,405,0.5012345679012346
542D,306,1462,0.20930232558139536
542C,632,3029,0.2086497193793331
542B,45,463,0.09719222462203024
542A,256,1567,0.1633694958519464
540E,897,2584,0.34713622291021673
540D,2099,3028,0.6931968295904888
540C,3522,15461,0.22779897807386326
540B,3304,15694,0.21052631578947367
540A,9884,14625,0.6758290598290598
538H,94,499,0.18837675350701402
538G,74,543,0.13627992633517497
538F,1017,2282,0.44566170026292723
538E,976,2483,0.39307289569069676
538D,1904,4808,0.39600665557404324
538C,3824,13934,0.2744366298263241
538B,6272,14045,0.44656461374154505
538A,4861,17594,0.27628737069455495
536E,161,605,0.26611570247933886
536D,165,602,0.27408637873754155
535E,519,7062,0.07349192863211555
535D,2014,8000,0.25175
535C,2778,8037,0.3456513624486749
535B,6585,10938,0.602029621503017
535A,6914,15343,0.4506289513133025
534F,358,1263,0.283452098178939
534E,264,1328,0.19879518072289157
534D,1459,4728,0.3085871404399323
534C,2899,7162,0.4047752024574141
534B,4350,9609,0.45270059319388073
534A,6621,18356,0.3606994988014818
533F,338,864,0.3912037037037037
533E,675,2352,0.2869897959183674
533D,64,238,0.2689075630252101
533C,735,1633,0.45009185548071035
533B,683,2183,0.31287219422812645
533A,87,525,0.1657142857142857
530I,24,103,0.23300970873786409
530H,81,200,0.405
530G,57,106,0.5377358490566038
530F,55,123,0.44715447154471544
530E,166,275,0.6036363636363636
530D,267,368,0.7255434782608695
530C,269,444,0.6058558558558559
530B,345,693,0.49783549783549785
530A,445,2403,0.18518518518518517
529B,608,2538,0.23955870764381404
528E,88,269,0.3271375464684015
528D,814,1984,0.4102822580645161
527E,711,2673,0.265993265993266
527D,2641,5468,0.4829919531821507
527C,4061,9366,0.43358957932948966
527B,3150,13663,0.2305496596647881
527A,8654,20961,0.4128619817756786
526G,49,166,0.29518072289156627
526F,284,867,0.3275663206459054
526E,634,2567,0.246980911569926
526D,1001,3730,0.2683646112600536
526C,1919,11499,0.16688407687625012
526B,3445,5896,0.5842944369063772
526A,3899,9000,0.43322222222222223
525E,1193,4842,0.24638579099545643
525D,1038,6797,0.15271443283801678
525C,3832,13539,0.2830341975035084
525B,4887,14189,0.3444217351469448
525A,6032,12283,0.4910852397622731
524F,356,1913,0.1860951385258756
524E,649,1688,0.384478672985782
524D,661,2349,0.28139633886760324
524C,1306,3854,0.3388687078360145
524B,754,2272,0.33186619718309857
524A,812,2415,0.336231884057971
523D,1007,3986,0.25263421976919215
523C,1311,2895,0.45284974093264246
523B,746,2154,0.3463324048282266
523A,1531,2162,0.7081406105457909
522D,1040,5106,0.2036819428123776
522C,436,3244,0.1344019728729963
522B,2764,5204,0.531129900076864
522A,3088,5599,0.5515270584032863
521E,148,1299,0.11393379522709776
521D,288,1482,0.19433198380566802
520E,1024,2757,0.3714182081973159
520D,1254,4985,0.2515546639919759
520C,2997,5912,0.506935047361299
520B,8265,25681,0.3218332619446283
520A,11085,18848,0.5881260611205433
519E,1591,5671,0.2805501675189561
519D,3103,9956,0.31167135395741263
519C,7629,17352,0.43966113416320884
519B,9497,17833,0.5325520103179499
519A,8994,14592,0.6163651315789473
518F,256,810,0.3160493827160494
518E,696,3968,0.17540322580645162
518D,2737,5595,0.48918677390527254
518C,4052,11333,0.35753992764493076
518B,4339,17097,0.25378721413113414
518A,5005,25655,0.19508867667121418
516E,63,293,0.2150170648464164
516D,340,1025,0.33170731707317075
515E,1049,2928,0.3582650273224044
515D,2125,7208,0.294811320754717
515C,7731,15486,0.4992251065478497
515B,4835,11941,0.4049074616866259
515A,8710,23343,0.3731311313884248
514E,703,1965,0.35776081424936385
514D,1576,5294,0.297695504344541
514C,3127,23449,0.13335323467951726
514B,5790,16794,0.3447659878528046
514A,8533,25684,0.3322301822146083
513G3,78,371,0.21024258760107817
513G2,389,666,0.5840840840840841
513G1,1516,2255,0.6722838137472283
513F2,176,691,0.25470332850940663
513F1,178,510,0.34901960784313724
513E2,200,389,0.5141388174807198
513E1,280,936,0.29914529914529914
513D2,278,771,0.36057068741893644
513D1,392,2254,0.17391304347826086
513C,1210,2164,0.5591497227356746
513B2,2209,5323,0.4149915461206087
513B1,3353,6520,0.5142638036809816
513A,8914,12730,0.7002356637863315
512E,125,287,0.4355400696864111
512D,190,380,0.5
510E,1073,2317,0.46309883470004315
510D,2502,4821,0.5189794648413192
510C,4517,16412,0.27522544479649036
510B,5110,11010,0.4641235240690282
510A,11562,15320,0.7546997389033943
509F,463,1210,0.38264462809917354
509E,1298,2984,0.43498659517426275
509D,526,1378,0.38171262699564584
509C,1421,8965,0.158505298382599
509B,4425,10004,0.4423230707716913
509A,9502,11630,0.8170249355116079
508E,932,2433,0.3830661734484176
508D,1135,5932,0.19133513149022252
508C,2978,9220,0.3229934924078091
508B,6509,20215,0.32198862231016573
508A,5617,11688,0.48057837097878164
507E,1318,2889,0.4562132225683628
507D,914,1815,0.5035812672176309
507C,2751,6197,0.4439244795868969
507B,6950,18131,0.3833213832662291
507A,7940,16056,0.49451918285999
506E,74,242,0.30578512396694213
506D,861,4342,0.19829571625978812
505E,207,691,0.2995658465991317
505D,1127,3741,0.3012563485699011
505C,2503,8666,0.2888299099930764
505B,3821,7208,0.5301054384017758
505A,4836,11563,0.41823056300268097
504E,193,1667,0.11577684463107378
504D,222,924,0.24025974025974026
501E,532,1985,0.2680100755667506
501D,1345,2867,0.4691314963376352
501C,3412,8341,0.40906366143148304
501B,5218,8330,0.6264105642256903
501A,7249,10920,0.6638278388278388
500G,46,213,0.215962441314554
500F,279,875,0.31885714285714284
500E,906,5106,0.17743830787309048
500D,2092,5630,0.37158081705150975
500C,4263,7872,0.5415396341463414
500B,4720,13015,0.36265847099500576
500A,11862,24050,0.4932224532224532
499B,7642,10199,0.7492891459947053
499A,6399,12725,0.5028683693516699
498E,187,346,0.5404624277456648
498D,571,1353,0.4220251293422025
498C,1370,5362,0.2555016784781798
498B,895,4768,0.18770973154362416
498A,4086,10796,0.3784735087069285
497E,97,270,0.3592592592592593
497D,114,500,0.228
496E,1153,3836,0.3005735140771637
496D,2157,8032,0.268550796812749
496C,4377,9943,0.44020919239666095
496B,3580,8317,0.4304436695924011
496A,6757,11361,0.5947539829240384
495B,3320,15296,0.2170502092050209
495A,5446,10317,0.5278666278957062
494E,61,144,0.4236111111111111
494D,333,988,0.33704453441295545
494C,326,1192,0.27348993288590606
494B,1327,2496,0.5316506410256411
494A,3772,15309,0.2463910118231106
493E,331,1807,0.1831765356945213
493D,3373,4365,0.772737686139748
493C,3302,13988,0.23605947955390336
493B,4555,15919,0.28613606382310447
493A,4681,14972,0.31265028052364413
492E,1183,3028,0.39068692206076616
492D,2325,8301,0.28008673653776656
492C,4892,16416,0.29800194931773877
492B,10282,26060,0.3945510360706063
492A,10585,16627,0.6366151440428219
491C,171,562,0.304270462633452
491B,274,1121,0.24442462087421946
491A,900,1523,0.5909389363099147
490F,725,3214,0.2255756067205974
490E,1110,5857,0.18951681748335325
490D,1427,4019,0.3550634486190595
490C,3377,11592,0.2913216011042098
490B,3658,11358,0.32206374361683393
490A,9197,13490,0.6817642698295033
489F,1097,3450,0.3179710144927536
489E,541,1909,0.2833944473546359
489D,3133,6352,0.49323047858942065
489C,8747,32998,0.26507667131341295
489B,8288,16416,0.5048732943469786
489A,5300,11908,0.4450789385287202
488B,1589,9938,0.15989132622257998
488A,6020,15493,0.38856257664751825
487E,126,617,0.20421393841166938
487D,419,1331,0.3148009015777611
487C,1041,2485,0.4189134808853119
487B,1735,6081,0.28531491530998193
487A,2579,10327,0.2497337077563668
486E,866,2175,0.39816091954022986
486D,1415,2163,0.6541840036985668
486C,3759,12469,0.3014676397465715
486B,4874,11643,0.4186206304217126
486A,13235,31082,0.42580914999034813
485B,4623,10934,0.4228095847814158
485A,4413,14871,0.2967520677829332
484E,635,2421,0.26228831061544816
484D,1062,4001,0.2654336415896026
484C,376,1055,0.35639810426540286
484B,3079,13968,0.2204324169530355
484A,4503,16847,0.2672879444411468
483B,2436,8811,0.27647259107933264
483A,6364,13343,0.4769542081990557
482E,85,257,0.33073929961089493
482D,180,413,0.4358353510895884
482C,469,2470,0.18987854251012146
482B,2644,9648,0.2740464344941957
482A,5847,10122,0.5776526378186129
480E,219,942,0.23248407643312102
480D,283,831,0.3405535499398315
479E,2555,7310,0.34952120383036933
479D,3089,14236,0.21698510817645406
479C,7161,15197,0.4712114233072317
479B,3849,8975,0.42885793871866296
479A,13743,29659,0.46336693752318014
478E,120,741,0.16194331983805668
478D,2205,6238,0.3534786790638025
478C,4806,22658,0.21211051284314592
478B,7996,21883,0.36539779737695927
478A,9886,23329,0.42376441339105836
477E,32,192,0.16666666666666666
477D,273,1307,0.2088752869166029
476E,1145,2991,0.3828151120026747
476D,2258,4050,0.5575308641975308
476C,3712,12762,0.2908635010186491
476B,6217,14614,0.4254139865882031
476A,9129,17918,0.5094876660341556
475F,78,543,0.143646408839779
475E,158,474,0.3333333333333333
475D,1451,4463,0.325117633878557
475C,701,3381,0.20733510795622598
475B,3736,6107,0.6117570001637466
475A,3992,9050,0.44110497237569063
474F,1433,3125,0.45856
474E,1244,4755,0.2616193480546793
474D,5357,16666,0.32143285731429255
474C,1733,4553,0.38062815725895016
474B,8861,21208,0.41781403244058846
474A,9089,13474,0.674558408787294
472G,274,1959,0.13986727922409392
472F,183,723,0.25311203319502074
472E,114,490,0.23265306122448978
472D,2585,13467,0.19195069428974532
472C,4821,9163,0.5261377278184001
472B,5781,8663,0.6673207895648159
472A,12788,21287,0.6007422370460844
471E,36,331,0.10876132930513595
471D,2234,7832,0.2852400408580184
471C,2697,6546,0.41200733272227313
471B,4532,9935,0.4561650729743332
471A,8447,23415,0.3607516549220585
470H,78,531,0.14689265536723164
470G,70,158,0.4430379746835443
470F,77,161,0.4782608695652174
470E,163,367,0.444141689373297
470D,121,421,0.28741092636579574
470C,129,337,0.3827893175074184
470B,232,551,0.42105263157894735
470A,446,1345,0.3315985130111524
469B,4453,8395,0.5304347826086957
469A,12414,22947,0.5409857497712119
468E,42,198,0.21212121212121213
468D,96,583,0.1646655231560892
468C,579,1526,0.3794233289646134
468B,2014,14603,0.13791686639731562
468A,4920,10778,0.45648543329003527
467E,427,1873,0.22797650827549387
467D,994,7554,0.13158591474715384
467C,4488,15413,0.2911827677934211
467B,8654,15193,0.5696044230895807
467A,15243,19690,0.774149314372778
466E,897,3233,0.2774512836374884
466D,1061,2950,0.35966101694915253
466C,7193,25563,0.281383249227399
466B,2321,18607,0.12473800182726931
466A,10661,33075,0.32232804232804235
465B,5759,9470,0.608130939809926
465A,6148,9125,0.6737534246575343
464E,232,1371,0.16921954777534645
464D,341,939,0.36315228966986157
464C,1156,4139,0.2792945155834743
464B,1404,5425,0.25880184331797235
464A,3219,9384,0.3430306905370844
463E,844,3643,0.23167718912983803
463D,2387,6391,0.37349397590361444
463C,3477,13438,0.2587438606935556
463B,6797,12137,0.5600230699513883
463A,6041,19801,0.305085601737286
462B,5211,16981,0.30687238678523054
462A,7072,15104,0.4682203389830508
461E,134,468,0.2863247863247863
461D,177,493,0.359026369168357
461C,977,2106,0.46391263057929727
461B,2031,3342,0.6077199281867145
461A,8136,18252,0.4457593688362919
460E,271,1094,0.2477148080438757
460D,713,4071,0.1751412429378531
460C,2993,11475,0.26082788671023965
460B,5252,18739,0.28027109237419284
460A,12233,22053,0.5547091098716728
459E,2138,8231,0.25974972664317825
459D,2755,6102,0.45149131432317274
459C,2751,9579,0.28719072972126525
459B,8614,38768,0.22219356170037144
459A,8595,20669,0.41584014708016837
457F,30,214,0.14018691588785046
457E,27,140,0.19285714285714287
457D,136,364,0.37362637362637363
457C,590,2187,0.2697759487882945
457B,707,1973,0.35833755701976683
457A,1012,6144,0.16471354166666666
456B,6295,13046,0.4825233788134294
456A,8160,23814,0.34265558075081887
455E,211,1408,0.14985795454545456
455D,970,4403,0.22030433795139678
455C,2273,8413,0.2701771068584334
455B,2371,8549,0.2773423792256404
455A,10975,38687,0.283687026649779
454B,5725,20992,0.2727229420731707
454A,7486,8849,0.8459712961916601
453E,160,849,0.18845700824499412
453D,162,630,0.2571428571428571
453C,794,1754,0.4526795895096921
453B,1898,5738,0.3307772743116068
453A,4236,6584,0.6433778857837181
452F,314,1910,0.1643979057591623
452E,435,1112,0.39118705035971224
452D,1059,1741,0.6082711085582998
452C,1043,2195,0.47517084282460137
452B,1605,10224,0.15698356807511737
452A,4742,8258,0.5742310486800678
451E,986,2678,0.368185212845407
451D,1955,3520,0.5553977272727273
451C,2339,11048,0.21171252715423605
451B,7585,23023,0.32945315554011206
451A,12791,23751,0.5385457454422972
450B,6040,19150,0.3154046997389034
450A,7099,13178,0.5387008650781606
449E,134,293,0.45733788395904434
449D,868,1722,0.5040650406504065
449C,1018,2536,0.40141955835962145
449B,2565,15942,0.16089574708317653
449A,3211,13281,0.24177396280400573
448E,780,3408,0.22887323943661972
448D,3452,9707,0.3556196559184094
448C,2740,8990,0.3047830923248053
448B,5009,14675,0.34132879045996595
448A,9117,14993,0.6080837724271326
447B,6219,8813,0.705662090094179
447A,5067,8476,0.5978055686644643
446E,56,182,0.3076923076923077
446D,167,452,0.3694690265486726
446C,1229,7022,0.17502136143548847
446B,2104,10744,0.19583023082650783
446A,4861,25091,0.19373480530867643
445B,4003,12867,0.3111059298981892
445A,6392,15513,0.4120415135692645
444E,260,760,0.34210526315789475
444D,375,1419,0.2642706131078224
444C,1236,4534,0.2726069695632995
444B,800,2615,0.30592734225621415
444A,2338,3617,0.6463920376002211
443B,2685,7708,0.34833938764919564
443A,11948,19464,0.6138512124948623
442E,63,598,0.10535117056856187
442D,368,907,0.40573318632855565
442C,910,2765,0.3291139240506329
442B,2539,7499,0.33857847713028405
442A,1585,3489,0.45428489538549727
441E,247,1058,0.2334593572778828
441D,646,3770,0.1713527851458886
441C,3796,8005,0.47420362273579014
441B,3957,12838,0.30822558030845926
441A,7723,16200,0.47672839506172837
440D,114,352,0.32386363636363635
440C,451,2067,0.2181906144170295
440B,1362,4891,0.2784706603966469
440A,2567,4867,0.5274296281076638
439E,701,2613,0.26827401454267125
439D,2267,8649,0.262111226731414
439C,2216,14135,0.15677396533427662
439B,6073,14933,0.4066831848925199
439A,8649,14760,0.5859756097560975
438E,239,395,0.6050632911392405
438D,1225,2898,0.4227053140096618
437E,419,1656,0.2530193236714976
437D,1909,4943,0.38620271090430913
437C,4423,5846,0.7565856996236743
437B,3089,6489,0.4760363692402527
437A,5020,13867,0.36201052859306265
436F,113,611,0.18494271685761046
436E,340,3006,0.11310711909514305
436D,163,909,0.1793179317931793
436C,1703,4117,0.41365071654117075
436B,2596,4978,0.521494576134994
436A,2607,12614,0.20667512287934042
435E,139,465,0.2989247311827957
435D,539,1378,0.3911465892597968
435C,2010,5050,0.39801980198019804
435B,3362,9919,0.3389454582115133
435A,5874,12570,0.46730310262529834
434E,58,123,0.4715447154471545
434D,163,399,0.40852130325814534
433E,319,851,0.37485311398354876
433D,802,2233,0.35915808329601434
433C,1807,7827,0.23086750990162258
433B,4851,11771,0.4121145187324781
433A,5108,17315,0.2950043315044759
432E,370,1880,0.19680851063829788
432D,1736,5309,0.3269919005462422
432C,1740,5937,0.29307731177362306
432B,4804,9943,0.4831539776727346
432A,9535,12564,0.758914358484559
431E,308,1381,0.22302679217958002
431D,1152,3663,0.3144963144963145
431C,5387,10717,0.502659326304003
431B,4164,5087,0.8185571063495184
431A,7217,9333,0.7732776170577521
430B,1992,4888,0.4075286415711948
430A,1630,5153,0.3163205899476033
429E,232,701,0.3309557774607703
429D,1439,5847,0.2461091157858731
429C,670,2662,0.2516904583020286
429B,3238,8423,0.3844236020420278
429A,3522,7523,0.4681642961584474
427E,1089,3446,0.3160185722576901
427D,1069,6231,0.1715615471031937
427C,2993,7567,0.395533236421303
427B,5817,11606,0.5012062726176115
427A,8786,12490,0.7034427542033627
426B,2674,5872,0.4553814713896458
426A,4716,7781,0.6060917619843208
425E,356,706,0.5042492917847026
425D,914,3510,0.2603988603988604
425C,723,2155,0.3354988399071926
425B,910,2434,0.37387017255546423
425A,2794,7296,0.3829495614035088
424E,79,175,0.4514285714285714
424D,512,2867,0.1785838855946983
424C,2057,5225,0.3936842105263158
424B,3068,6141,0.49959290017912394
424A,4266,7447,0.5728481267624547
421D,264,1271,0.2077104642014162
421A,1962,2642,0.7426192278576835
420E,111,502,0.22111553784860558
420D,397,1470,0.27006802721088435
420C,649,2007,0.32336821126058796
420B,869,2986,0.2910247823174816
420A,3090,6670,0.46326836581709147
418E,79,450,0.17555555555555555
418D,153,784,0.1951530612244898
417E,572,988,0.5789473684210527
417D,1204,5523,0.21799746514575413
417C,2890,7939,0.3640256959314775
417B,1342,3739,0.3589194971917625
417A,1538,5187,0.2965105070368228
416E,557,1777,0.3134496342149691
416D,492,4008,0.12275449101796407
416C,2482,6530,0.3800918836140888
416B,3662,5633,0.6500976389135452
416A,3983,12797,0.3112448230053919
415B,2861,12878,0.22216182637055443
415A,4791,5988,0.8001002004008017
414E,84,480,0.175
414D,386,1338,0.2884902840059791
414C,1249,4268,0.29264292408622306
414B,5483,8952,0.6124888293118856
414A,4299,15402,0.2791195948578107
413E,214,952,0.22478991596638656
413D,338,939,0.3599574014909478
413C,1036,2259,0.4586100044267375
413B,1105,2139,0.5165965404394577
413A,1384,3349,0.413257688862347
412E,630,2662,0.236664162283997
412D,978,2807,0.34841467759173494
412C,1911,3663,0.5217035217035217
412B,2232,2626,0.84996191926885
412A,2160,3642,0.5930807248764415
411C,843,2802,0.30085653104925053
411B,1024,2342,0.4372331340734415
411A,3277,5649,0.580102673039476
409I,36,74,0.4864864864864865
409H,3542,24049,0.14728263129444052
409G,177,246,0.7195121951219512
409F,449,5463,0.08218927329306241
409E,366,881,0.41543700340522133
409D,668,8870,0.07531003382187147
409C,1317,3248,0.40548029556650245
409B,968,8400,0.11523809523809524
409A,1701,4343,0.39166474787013583
408B,3318,7692,0.43135725429017163
408A,4399,5380,0.8176579925650558
407E,120,879,0.13651877133105803
407D,333,1075,0.3097674418604651
407C,519,2043,0.2540381791483113
407B,2867,6200,0.46241935483870966
407A,2752,10907,0.25231502704685066
406E,137,539,0.2541743970315399
406D,672,1821,0.36902800658978585
405E,776,1686,0.46026097271648875
405D,1954,6172,0.3165910563836682
405C,3290,8277,0.39748701220248883
405B,3824,7964,0.4801607232546459
405A,11067,14287,0.7746202841744243
404E,340,959,0.3545359749739312
404D,1134,3276,0.34615384615384615
404C,2203,10629,0.20726314799134443
404B,2565,10560,0.24289772727272727
404A,6489,16588,0.39118639980708947
403E,88,281,0.31316725978647686
403D,578,1547,0.37362637362637363
402E,1062,4130,0.2571428571428571
402D,1509,5162,0.29232855482371173
402C,2833,4637,0.6109553590683632
402B,2251,9113,0.24700976626796883
402A,3266,6622,0.493204469948656
401E,133,504,0.2638888888888889
401D,1565,4312,0.36294063079777367
401C,4917,14111,0.34845156261072924
401B,3357,5847,0.5741405849153411
401A,7095,11900,0.596218487394958
400E,610,1795,0.3398328690807799
400D,1230,4704,0.2614795918367347
400C,2365,7823,0.30231369040010225
400B,3008,7152,0.42058165548098436
400A,4664,8280,0.5632850241545894
399B,1138,2426,0.4690849134377576
399A,1586,2415,0.6567287784679089
398E,29,57,0.5087719298245614
398D,330,2088,0.15804597701149425
398C,145,314,0.46178343949044587
398B,487,753,0.646746347941567
398A,729,3470,0.2100864553314121
397B,569,1781,0.31948343627175746
397A,1010,2207,0.4576347983688265
396E,40,114,0.3508771929824561
396D,185,510,0.3627450980392157
396C,855,3124,0.27368758002560817
396B,554,1055,0.5251184834123223
396A,680,2205,0.30839002267573695
394E,55,234,0.23504273504273504
394D,194,474,0.4092827004219409
394C,349,826,0.4225181598062954
394B,442,1142,0.38704028021015763
394A,1193,2887,0.41323172843782474
393B,729,926,0.787257019438445
393A,1647,5170,0.31856866537717604
392E,35,137,0.25547445255474455
392D,116,427,0.2716627634660422
392C,263,536,0.4906716417910448
392B,526,792,0.6641414141414141
392A,505,1464,0.34494535519125685
391F3,47,169,0.2781065088757396
391F2,39,141,0.2765957446808511
391F1,67,181,0.3701657458563536
391E2,61,163,0.37423312883435583
391E1,52,91,0.5714285714285714
391D2,102,237,0.43037974683544306
391D1,125,258,0.4844961240310077
391C3,101,183,0.5519125683060109
391C2,78,106,0.7358490566037735
391C1,135,251,0.5378486055776892
391B,217,275,0.7890909090909091
391A,488,743,0.6567967698519516
390E,173,404,0.4282178217821782
390D,302,570,0.5298245614035088
390C,457,915,0.4994535519125683
390B,713,2057,0.34662129314535733
390A,1196,1759,0.6799317794201251
389B,4075,7241,0.5627675735395664
389A,5947,10824,0.5494271988174427
388E,47,441,0.10657596371882086
388D,140,467,0.29978586723768735
388C,1619,3195,0.5067292644757434
388B,1478,7584,0.19488396624472573
388A,5101,11565,0.4410722006052745
387E,536,1836,0.29193899782135074
387D,429,1838,0.23340587595212187
387C,1626,4160,0.3908653846153846
387B,4341,11465,0.3786306149149586
387A,5610,10410,0.5389048991354467
386D,174,472,0.3686440677966102
386C,318,1100,0.28909090909090907
386B,909,2191,0.41487905066179825
386A,1553,2121,0.7322017916077322
385E,361,1004,0.3595617529880478
385D,560,2291,0.24443474465298995
385C,3225,17256,0.1868915159944367
385B,4108,8750,0.4694857142857143
385A,6765,9950,0.6798994974874372
384B,2152,5339,0.40307173628020226
384A,6800,12862,0.5286891618721816
383E,309,675,0.4577777777777778
383D,1159,2199,0.5270577535243293
383C,2119,5209,0.4067959301209445
383B,468,4170,0.11223021582733812
383A,3556,6627,0.5365927267240078
382E,135,295,0.4576271186440678
382D,557,2311,0.24102120294244916
382C,2877,14554,0.1976776144015391
382B,1082,5250,0.2060952380952381
382A,4239,9765,0.43410138248847924
381B,3668,7184,0.5105790645879733
381A,6160,8968,0.6868867082961642
380E,147,429,0.34265734265734266
380D,272,886,0.30699774266365687
380C,2757,5640,0.4888297872340426
380B,434,1196,0.362876254180602
380A,2112,8675,0.24345821325648415
379G,51,132,0.38636363636363635
379F,908,3114,0.2915863840719332
379E,271,1013,0.2675222112537019
379D,1112,5808,0.19146005509641872
379C,4384,11976,0.36606546426185704
379B,5104,8982,0.5682476063237586
379A,12550,28615,0.4385811637253189
378B,2422,5689,0.42573387238530497
378A,6865,9313,0.7371416299795984
377E,115,614,0.18729641693811075
377D,454,1087,0.41766329346826125
377C,744,2106,0.35327635327635326
377B,1353,3908,0.3462128966223132
377A,5588,16962,0.32944228274967574
376B,2517,4210,0.5978622327790973
376A,4279,9209,0.46465414268650235
375E,124,471,0.2632696390658174
375D,1159,3564,0.32519640852974185
375C,240,400,0.6
375B,2672,8302,0.3218501565887738
375A,2307,6534,0.3530762167125803
374E,128,599,0.21368948247078465
374D,618,1902,0.3249211356466877
374C,1270,5224,0.24310872894333843
374B,1781,5867,0.3035622975967275
374A,1651,10015,0.16485272091862208
373B,1771,7768,0.22798661174047374
373A,4342,6563,0.6615876885570623
372E,96,484,0.19834710743801653
372D,383,688,0.5566860465116279
372C,979,3429,0.28550597841936426
372B,1411,2136,0.6605805243445693
372A,4249,16755,0.25359594150999704
371E,621,2677,0.23197609264101607
371D,1860,6004,0.3097934710193205
371C,3228,9018,0.3579507651363939
371B,3058,6792,0.4502355712603062
371A,3358,5078,0.6612839700669555
370E,145,814,0.17813267813267813
370D,401,2100,0.19095238095238096
370C,1058,5244,0.20175438596491227
370B,1793,3113,0.5759717314487632
370A,3134,6700,0.4677611940298507
369E,741,2229,0.33243606998654107
369D,678,2441,0.2777550184350676
369C,3073,9781,0.31418055413556895
369B,3219,10488,0.3069221967963387
369A,5976,9349,0.6392127500267408
368B,7073,12662,0.558600537039962
368A,4514,7897,0.5716094719513739
367E,281,589,0.4770797962648557
367D,384,970,0.3958762886597938
367C,1154,3701,0.3118076195622805
367B,1748,7639,0.22882576253436313
367A,3086,8123,0.3799089006524683
366E,492,1122,0.4385026737967914
366D,818,3017,0.2711302618495194
366C,1931,8462,0.22819664381942803
366B,3150,6466,0.4871636251159913
366A,3389,6674,0.5077914294276296
365B,4398,11711,0.37554436000341557
365A,4292,11998,0.3577262877146191
364E,163,418,0.38995215311004783
364D,404,4163,0.09704539995195773
364C,470,1790,0.26256983240223464
364B,848,1762,0.48127128263337116
364A,2442,11620,0.21015490533562822
363E,116,862,0.1345707656612529
363D,1483,5175,0.28657004830917876
363C,3551,9084,0.39090708938793484
363B,6261,16652,0.3759908719673313
363A,4129,8294,0.4978297564504461
362E,438,1183,0.3702451394759087
362D,537,2933,0.1830889873849301
362C,1015,2269,0.4473336271485236
362B,4653,13458,0.34574230940704415
362A,2228,9200,0.24217391304347827
361B,3063,7442,0.41158290782047835
361A,4625,5905,0.7832345469940728
360E,160,513,0.31189083820662766
360D,230,666,0.34534534534534533
360C,488,1024,0.4765625
360B,1217,4519,0.26930736888692186
360A,1582,4092,0.3866080156402737
359E,280,810,0.345679012345679
359D,1736,5742,0.30233368164402646
359C,1377,9461,0.14554486840714512
359B,2836,4613,0.6147843052243659
359A,3974,6812,0.5833822665883734
358E,243,889,0.27334083239595053
358D,1583,3042,0.5203813280736358
358C,1106,5447,0.20304754910960163
358B,2777,9491,0.292592982825835
